pmid,mesh_code,mesh_name,is_major_topic
26063306,D008969,Molecular Sequence Data,N
26063375,D000328,Adult,N
26063375,D000368,Aged,N
26063375,D000369,"Aged, 80 and over",N
26063375,D001943,Breast Neoplasms,N
26063375,D005260,Female,N
26063375,D008297,Male,N
26063375,D008875,Middle Aged,N
26063375,D006801,Humans,N
24678577,D006801,Humans,N
24678577,D008297,Male,N
24678577,D005260,Female,N
26063389,D000595,Amino Acid Sequence,N
23687256,D008875,Middle Aged,N
23687256,D000368,Aged,N
23687256,D000328,Adult,N
23687256,D008297,Male,N
23687256,D005260,Female,N
23687256,D055815,Young Adult,N
23687256,D012737,Sex Factors,N
23687256,D012307,Risk Factors,N
23687256,D006801,Humans,N
26063573,D000818,Animals,N
26063573,D011485,Protein Binding,N
24691973,D006801,Humans,N
24691973,D000368,Aged,N
24691973,D008297,Male,N
24691973,D001794,Blood Pressure,N
24696032,D000293,Adolescent,N
24696032,D006801,Humans,N
24696032,D005260,Female,N
24696032,D016896,Treatment Outcome,N
26065143,D006801,Humans,N
23688140,D008297,Male,N
23688140,D005260,Female,N
23688140,D006801,Humans,N
23688140,D002648,Child,N
23688140,D016896,Treatment Outcome,N
24697277,D005260,Female,N
24697277,D008875,Middle Aged,N
24697277,D006801,Humans,N
26065209,D003937,"Diagnosis, Differential",N
26065209,D005260,Female,N
26065209,D006801,Humans,N
26065209,D008875,Middle Aged,N
26065607,D005260,Female,N
26065607,D006801,Humans,N
26065607,D008297,Male,N
24719203,D006801,Humans,N
24719203,D007150,Immunohistochemistry,N
26066919,D006801,Humans,N
26066919,D008297,Male,N
26066919,D005260,Female,N
26067003,D000818,Animals,N
26067003,D006801,Humans,N
26067009,D000818,Animals,N
26067009,D006801,Humans,N
23689643,D000368,Aged,N
23689643,D000369,"Aged, 80 and over",N
23689643,D015996,Survival Rate,N
23689643,D012189,Retrospective Studies,N
23689643,D009367,Neoplasm Staging,N
23689643,D006801,Humans,N
23689643,D005260,Female,N
26067313,D005260,Female,N
26067313,D006801,Humans,N
26067313,D008297,Male,N
24732584,D008297,Male,N
24732584,D006801,Humans,N
24732584,D000328,Adult,N
24732584,D016896,Treatment Outcome,N
24732584,D012189,Retrospective Studies,N
24732584,D008875,Middle Aged,N
24732584,D013997,Time Factors,N
24732584,D005260,Female,N
23689990,D000328,Adult,N
23689990,D008875,Middle Aged,N
23689990,D001943,Breast Neoplasms,N
23689990,D000971,Antineoplastic Combined Chemotherapy Protocols,N
23689990,D000368,Aged,N
23689990,D005260,Female,N
23689990,D006801,Humans,N
23689990,D016896,Treatment Outcome,N
24739054,D009154,Mutation,N
24739054,D008297,Male,N
24739054,D002648,Child,N
24739054,D006801,Humans,N
24743613,D006801,Humans,N
24743613,D008297,Male,N
24743613,D005260,Female,N
26068265,D000368,Aged,N
26068265,D006801,Humans,N
26068285,D005260,Female,N
26068285,D006801,Humans,N
26068285,D008297,Male,N
25978552,D006801,Humans,N
26068426,D006801,Humans,N
26068426,D011795,Surveys and Questionnaires,N
24752349,D006801,Humans,N
24752349,D012333,"RNA, Messenger",N
24752349,D008297,Male,N
24752349,D005260,Female,N
24752986,D005260,Female,N
24752986,D008297,Male,N
24752986,D006801,Humans,N
21135590,D016896,Treatment Outcome,N
21135590,D006801,Humans,N
21135590,D000328,Adult,N
21135590,D011247,Pregnancy,N
20625309,D011183,Postoperative Complications,N
20625309,D005260,Female,N
20625309,D006801,Humans,N
20625309,D000368,Aged,N
21159690,D005260,Female,N
21159690,D000328,Adult,N
21159690,D008297,Male,N
21159690,D006801,Humans,N
21159690,D008875,Middle Aged,N
21135590,D005260,Female,N
21247975,D007223,Infant,N
21247975,D005260,Female,N
21247975,D000328,Adult,N
21247975,D055815,Young Adult,N
21247975,D008297,Male,N
21247975,D006801,Humans,N
21247975,D011446,Prospective Studies,N
22647286,D006801,Humans,N
22647286,D002648,Child,N
22652250,D008875,Middle Aged,N
22652250,D000328,Adult,N
22652250,D008297,Male,N
22652250,D016022,Case-Control Studies,N
22652250,D006801,Humans,N
22652250,D005260,Female,N
22652250,D000368,Aged,N
22658456,D006801,Humans,N
22658456,D008297,Male,N
23308013,D001794,Blood Pressure,N
22665924,D006801,Humans,N
22665924,D000293,Adolescent,N
22665924,D005260,Female,N
22665924,D002675,"Child, Preschool",N
22665924,D008297,Male,N
22665924,D002648,Child,N
22665924,D012307,Risk Factors,N
22665924,D011795,Surveys and Questionnaires,N
22665924,D015995,Prevalence,N
22669092,D007150,Immunohistochemistry,N
22669092,D006801,Humans,N
22669092,D000368,Aged,N
22669092,D008875,Middle Aged,N
22669092,D005260,Female,N
22669092,D066298,In Vitro Techniques,N
22669092,D008297,Male,N
23363574,D000818,Animals,N
23365073,D000818,Animals,N
23380634,D000293,Adolescent,N
23470692,D000328,Adult,N
23479208,D000328,Adult,N
23479208,D000368,Aged,N
23521864,D008875,Middle Aged,N
23521864,D008297,Male,N
23521864,D008279,Magnetic Resonance Imaging,N
23533047,D000328,Adult,N
23568385,D006801,Humans,N
22700460,D000328,Adult,N
22700460,D000293,Adolescent,N
22700460,D001943,Breast Neoplasms,N
22700460,D005260,Female,N
22700460,D006801,Humans,N
23621475,D015203,Reproducibility of Results,N
23621475,D006801,Humans,N
22713360,D006801,Humans,N
22713360,D000293,Adolescent,N
22713360,D008297,Male,N
22724479,D000818,Animals,N
22724479,D012307,Risk Factors,N
22724479,D006801,Humans,N
22743859,D005260,Female,N
22743853,D008875,Middle Aged,N
22743853,D000328,Adult,N
22743853,D008297,Male,N
22743853,D006801,Humans,N
22743853,D011795,Surveys and Questionnaires,N
22743857,D000328,Adult,N
22743857,D000368,Aged,N
22743857,D006801,Humans,N
22743857,D005260,Female,N
22743857,D008297,Male,N
22743857,D008875,Middle Aged,N
22743857,D012189,Retrospective Studies,N
22743859,D000328,Adult,N
22743864,D008297,Male,N
22743859,D006801,Humans,N
22743859,D055815,Young Adult,N
22743859,D011795,Surveys and Questionnaires,N
22743864,D006801,Humans,N
22743864,D000328,Adult,N
22743864,D018570,Risk Assessment,N
22743864,D012307,Risk Factors,N
22743864,D011795,Surveys and Questionnaires,N
22743864,D055815,Young Adult,N
22760823,D000818,Animals,N
22760823,D000595,Amino Acid Sequence,N
22760823,D006801,Humans,N
22760823,D008969,Molecular Sequence Data,N
22760823,D007700,Kinetics,N
22760823,D008958,"Models, Molecular",N
22772601,D005260,Female,N
22772601,D000328,Adult,N
22772601,D006801,Humans,N
23624928,D000293,Adolescent,N
23624928,D016022,Case-Control Studies,N
23624928,D001921,Brain,N
23624928,D008297,Male,N
23624928,D006801,Humans,N
23611408,D002417,Cattle,N
23611408,D000818,Animals,N
23611408,D020133,Reverse Transcriptase Polymerase Chain Reaction,N
22815305,D055815,Young Adult,N
22815305,D000328,Adult,N
22815305,D005260,Female,N
22815305,D006801,Humans,N
22815305,D008297,Male,N
22815305,D008875,Middle Aged,N
22815305,D000293,Adolescent,N
22820280,D011446,Prospective Studies,N
22820280,D011183,Postoperative Complications,N
22820280,D005260,Female,N
22820280,D008297,Male,N
22820280,D006801,Humans,N
22820280,D016896,Treatment Outcome,N
22820283,D005260,Female,N
22820283,D016896,Treatment Outcome,N
22820283,D006801,Humans,N
22820283,D000368,Aged,N
22820280,D000293,Adolescent,N
23489350,D006801,Humans,N
23489282,D008875,Middle Aged,N
23489282,D008297,Male,N
22832556,D008297,Male,N
22832556,D008279,Magnetic Resonance Imaging,N
22832556,D005260,Female,N
22832556,D000368,Aged,N
22832556,D006801,Humans,N
22832557,D000368,Aged,N
22832556,D012189,Retrospective Studies,N
22832556,D016896,Treatment Outcome,N
22832557,D005260,Female,N
22832557,D006801,Humans,N
22832557,D016896,Treatment Outcome,N
22837548,D006801,Humans,N
22837548,D005260,Female,N
22837548,D002648,Child,N
22837548,D008297,Male,N
23627768,D008875,Middle Aged,N
23627768,D008297,Male,N
23627768,D003430,Cross-Sectional Studies,N
23627768,D005260,Female,N
23627768,D006801,Humans,N
23627768,D012307,Risk Factors,N
23627999,D006801,Humans,N
23627999,D005260,Female,N
23627999,D001943,Breast Neoplasms,N
23628005,D008810,"Mice, Inbred C57BL",N
23628005,D051379,Mice,N
23628006,D006801,Humans,N
23628005,D008297,Male,N
23628005,D051381,Rats,N
23628005,D010766,Phosphorylation,N
23628007,D000818,Animals,N
23628007,D006801,Humans,N
23628010,D000818,Animals,N
23628010,D005260,Female,N
23628010,D051381,Rats,N
23628010,D017207,"Rats, Sprague-Dawley",N
23628012,D006801,Humans,N
23628012,D000818,Animals,N
22851208,D006801,Humans,N
22851208,D005260,Female,N
22851159,D006801,Humans,N
22851159,D000818,Animals,N
22851209,D008297,Male,N
22851208,D013997,Time Factors,N
22851209,D000293,Adolescent,N
22851209,D006801,Humans,N
22851209,D005260,Female,N
22851209,D011795,Surveys and Questionnaires,N
22851209,D011237,Predictive Value of Tests,N
22851209,D002648,Child,N
22851208,D008297,Male,N
22851208,D002648,Child,N
23477970,D005838,Genotype,N
23477970,D012307,Risk Factors,N
22855363,D000328,Adult,N
22855363,D006801,Humans,N
22855363,D005260,Female,N
22855363,D008297,Male,N
22855363,D008875,Middle Aged,N
22865719,D000328,Adult,N
22865719,D000293,Adolescent,N
22865719,D015331,Cohort Studies,N
22865719,D000367,Age Factors,N
22865719,D005260,Female,N
22865719,D055815,Young Adult,N
22865719,D008875,Middle Aged,N
22865719,D012307,Risk Factors,N
22865719,D012680,Sensitivity and Specificity,N
22865719,D008297,Male,N
22865723,D000328,Adult,N
22865722,D005260,Female,N
22865722,D006801,Humans,N
22865722,D008297,Male,N
22865722,D008875,Middle Aged,N
22865723,D005260,Female,N
22865723,D008875,Middle Aged,N
22865723,D008297,Male,N
22865723,D011795,Surveys and Questionnaires,N
22865723,D006801,Humans,N
22865719,D006801,Humans,N
23612034,D006801,Humans,N
23612034,D000369,"Aged, 80 and over",N
23612034,D008297,Male,N
22893505,D000293,Adolescent,N
22893505,D005260,Female,N
22893505,D011795,Surveys and Questionnaires,N
22893505,D008297,Male,N
22893505,D006801,Humans,N
22893505,D055815,Young Adult,N
22899706,D003430,Cross-Sectional Studies,N
22899706,D006801,Humans,N
22912507,D001921,Brain,N
22912507,D016022,Case-Control Studies,N
22912507,D000367,Age Factors,N
22912507,D008297,Male,N
22912507,D002675,"Child, Preschool",N
22912507,D002648,Child,N
22912507,D008279,Magnetic Resonance Imaging,N
22912507,D005260,Female,N
22912507,D006801,Humans,N
22915013,D000293,Adolescent,N
22915013,D008297,Male,N
22915013,D000328,Adult,N
22915013,D016022,Case-Control Studies,N
22915013,D006801,Humans,N
22915013,D005260,Female,N
22915013,D008875,Middle Aged,N
22915013,D015995,Prevalence,N
22915013,D055815,Young Adult,N
22922494,D006801,Humans,N
23438255,D000368,Aged,N
23438255,D002648,Child,N
23438255,D005260,Female,N
23632412,D000368,Aged,N
23632412,D003937,"Diagnosis, Differential",N
23632412,D006801,Humans,N
23632412,D008297,Male,N
22943560,D006801,Humans,N
23632603,D006801,Humans,N
23632603,D000368,Aged,N
23632603,D008297,Male,N
22956712,D000293,Adolescent,N
22956712,D002648,Child,N
22956712,D015995,Prevalence,N
22956712,D005260,Female,N
22956712,D015415,Biomarkers,N
22956712,D002675,"Child, Preschool",N
22956712,D008297,Male,N
22956712,D006801,Humans,N
22960420,D000328,Adult,N
22960420,D008297,Male,N
22960420,D000368,Aged,N
22960420,D000369,"Aged, 80 and over",N
22960420,D005260,Female,N
22960420,D006801,Humans,N
22960420,D011183,Postoperative Complications,N
22960420,D008875,Middle Aged,N
22960420,D012189,Retrospective Studies,N
22960420,D016896,Treatment Outcome,N
22967902,D006801,Humans,N
22967902,D005260,Female,N
22967902,D002648,Child,N
22967902,D016022,Case-Control Studies,N
22967902,D008297,Male,N
23417904,D000328,Adult,N
22974504,D000368,Aged,N
22974504,D008875,Middle Aged,N
22974504,D005260,Female,N
22974504,D008297,Male,N
22974504,D014057,"Tomography, X-Ray Computed",Y
22974504,D015203,Reproducibility of Results,N
22974504,D013997,Time Factors,N
22974516,D005260,Female,N
22974516,D000368,Aged,N
22974516,D008297,Male,N
22974516,D006801,Humans,N
22974516,D012189,Retrospective Studies,N
22984132,D008297,Male,N
22984132,D005260,Female,N
22984132,D000328,Adult,N
22984132,D007223,Infant,N
22984132,D006801,Humans,N
22984132,D011247,Pregnancy,N
23634876,D016896,Treatment Outcome,N
23634876,D008875,Middle Aged,N
23634876,D008297,Male,N
23000795,D005260,Female,N
23000795,D000367,Age Factors,N
23000795,D000293,Adolescent,N
23000795,D000328,Adult,N
23000795,D006801,Humans,N
23000795,D016015,Logistic Models,N
23000795,D055815,Young Adult,N
23000798,D008297,Male,N
23000798,D005260,Female,N
23000798,D008875,Middle Aged,N
23000798,D006801,Humans,N
23000798,D000328,Adult,N
23006452,D015203,Reproducibility of Results,N
23006452,D002648,Child,N
23006452,D000293,Adolescent,N
23006452,D005260,Female,N
23006452,D006801,Humans,N
23006452,D008297,Male,N
23006452,D011795,Surveys and Questionnaires,N
23007484,D008297,Male,N
23007484,D006801,Humans,N
23007484,D000293,Adolescent,N
23007484,D005260,Female,N
23007484,D000367,Age Factors,N
23007484,D012737,Sex Factors,N
23010537,D007223,Infant,N
23010537,D000293,Adolescent,N
23010537,D006801,Humans,N
23010537,D008297,Male,N
23013407,D008297,Male,N
23013407,D006801,Humans,N
23013407,D000368,Aged,N
23013407,D005260,Female,N
23013407,D013997,Time Factors,N
23013407,D016896,Treatment Outcome,N
23017689,D000368,Aged,N
23017689,D000900,Anti-Bacterial Agents,N
23017689,D016896,Treatment Outcome,N
23017689,D008297,Male,N
23017689,D006801,Humans,N
23020067,D006801,Humans,N
23020067,D007223,Infant,N
23020593,D006801,Humans,N
23020593,D007223,Infant,N
23020593,D007231,"Infant, Newborn",N
23020593,D008297,Male,N
23020593,D005260,Female,N
23020780,D012307,Risk Factors,N
23020780,D000328,Adult,N
23020780,D007231,"Infant, Newborn",N
23020780,D016022,Case-Control Studies,N
23020780,D006801,Humans,N
23020780,D011247,Pregnancy,N
23020780,D005260,Female,N
23020780,D016015,Logistic Models,N
23020780,D055815,Young Adult,N
23020806,D002675,"Child, Preschool",N
23020806,D002648,Child,N
23020806,D008297,Male,N
23020806,D006801,Humans,N
23020806,D005260,Female,N
23020806,D005500,Follow-Up Studies,N
23020806,D007223,Infant,N
23020829,D000328,Adult,N
23020829,D005500,Follow-Up Studies,N
23020829,D006801,Humans,N
23020829,D016896,Treatment Outcome,N
23020829,D011247,Pregnancy,N
23020829,D015995,Prevalence,N
23020829,D005260,Female,N
23020829,D055815,Young Adult,N
23033498,D006801,Humans,N
23033498,D005260,Female,N
23038628,D005260,Female,N
23038628,D007150,Immunohistochemistry,N
23038628,D002478,"Cells, Cultured",N
23038628,D006801,Humans,N
23038628,D011247,Pregnancy,N
23051947,D006801,Humans,N
23051947,D013997,Time Factors,N
23060357,D000818,Animals,N
23060357,D011817,Rabbits,N
23060357,D005260,Female,N
23060357,D016896,Treatment Outcome,N
23061488,D000293,Adolescent,N
23061488,D000328,Adult,N
23061488,D002675,"Child, Preschool",N
23061488,D005260,Female,N
23061488,D007223,Infant,N
23061488,D005500,Follow-Up Studies,N
23061488,D006801,Humans,N
23061488,D015995,Prevalence,N
23061488,D011247,Pregnancy,N
23061488,D013997,Time Factors,N
23061488,D012307,Risk Factors,N
23061488,D055815,Young Adult,N
23067225,D000293,Adolescent,N
23067225,D000328,Adult,N
23067225,D005260,Female,N
23067225,D011795,Surveys and Questionnaires,N
23067225,D006801,Humans,N
23067225,D008875,Middle Aged,N
23067225,D055815,Young Adult,N
23067250,D006801,Humans,N
23074304,D012737,Sex Factors,N
23074304,D001921,Brain,N
23074304,D008297,Male,N
23086892,D051381,Rats,N
23086892,D000818,Animals,N
23086892,D002478,"Cells, Cultured",N
23086892,D008297,Male,N
23086892,D017207,"Rats, Sprague-Dawley",N
23094806,D008875,Middle Aged,N
23094806,D008297,Male,N
23094806,D006801,Humans,N
23094806,D000368,Aged,N
23094806,D000328,Adult,N
23094806,D003430,Cross-Sectional Studies,N
23094806,D005260,Female,N
23094806,D012720,Severity of Illness Index,N
23109511,D000328,Adult,N
23109511,D015415,Biomarkers,N
23109511,D008297,Male,N
23109511,D005786,Gene Expression Regulation,N
23109511,D006801,Humans,N
23109511,D008875,Middle Aged,N
23117860,D006801,Humans,N
23117860,D005260,Female,N
23117860,D008297,Male,N
23117860,D055815,Young Adult,N
23135814,D000818,Animals,N
23135814,D006801,Humans,N
23142853,D015203,Reproducibility of Results,N
23142853,D005260,Female,N
23142853,D008297,Male,N
23142853,D006801,Humans,N
23142853,D002648,Child,N
23165488,D003430,Cross-Sectional Studies,N
23165488,D002675,"Child, Preschool",N
23165488,D005260,Female,N
23165488,D006801,Humans,N
23165488,D007223,Infant,N
23165488,D008297,Male,N
23165723,D002478,"Cells, Cultured",N
23165723,D006801,Humans,N
23165723,D066298,In Vitro Techniques,N
23166000,D006801,Humans,N
23166000,D000818,Animals,N
23166016,D006801,Humans,N
23166016,D002454,Cell Differentiation,N
23166055,D049109,Cell Proliferation,Y
23166055,D000818,Animals,N
23166055,D051379,Mice,N
23167846,D000369,"Aged, 80 and over",N
23167846,D000368,Aged,N
23167846,D001943,Breast Neoplasms,N
23167846,D000328,Adult,N
23167846,D008875,Middle Aged,N
23167846,D015203,Reproducibility of Results,N
23167846,D006801,Humans,N
23167846,D011795,Surveys and Questionnaires,N
23167846,D005260,Female,N
23172248,D008297,Male,N
23172248,D002648,Child,N
23172248,D006801,Humans,N
23172248,D005260,Female,N
23172803,D000818,Animals,N
23172803,D011817,Rabbits,N
23172803,D008297,Male,N
23176054,D000328,Adult,N
23176054,D008875,Middle Aged,N
23176054,D000368,Aged,N
23176054,D006801,Humans,N
23176054,D015203,Reproducibility of Results,N
23176054,D008297,Male,N
23176054,D005260,Female,N
23188172,D000818,Animals,N
23188172,D005838,Genotype,N
23188498,D008279,Magnetic Resonance Imaging,N
23188498,D005260,Female,N
23188498,D012189,Retrospective Studies,N
23188498,D008875,Middle Aged,N
23188498,D006801,Humans,N
23188498,D008297,Male,N
23188498,D016896,Treatment Outcome,N
23188876,D008875,Middle Aged,N
23188876,D000328,Adult,N
23188876,D000368,Aged,N
23188876,D008297,Male,N
23188876,D005260,Female,N
23188876,D006801,Humans,N
23188879,D004305,"Dose-Response Relationship, Drug",N
23188879,D012737,Sex Factors,N
23188879,D008175,Lung Neoplasms,N
23188879,D005260,Female,N
23188879,D006801,Humans,N
23188879,D018570,Risk Assessment,N
23644167,D008297,Male,N
23644167,D006801,Humans,N
23644167,D005260,Female,N
23644167,D008875,Middle Aged,N
23190613,D002648,Child,N
23190613,D000293,Adolescent,N
23190613,D008297,Male,N
23190613,D006801,Humans,N
23190613,D005260,Female,N
23193077,D002478,"Cells, Cultured",N
23193077,D000818,Animals,N
23193077,D016133,Polymerase Chain Reaction,N
23200552,D016896,Treatment Outcome,N
23200552,D006801,Humans,N
23200552,D000368,Aged,N
23200552,D005260,Female,N
23201322,D006801,Humans,N
23201322,D000368,Aged,N
23201322,D000369,"Aged, 80 and over",N
23201322,D005838,Genotype,N
23201322,D008297,Male,N
23666837,D006801,Humans,N
23666837,D008297,Male,N
23666019,D000328,Adult,N
23666019,D000368,Aged,N
23666019,D055815,Young Adult,N
23666019,D005260,Female,N
23666019,D006801,Humans,N
23666019,D008297,Male,N
23664163,D006801,Humans,N
23664163,D011446,Prospective Studies,N
23664163,D012189,Retrospective Studies,N
23662909,D000293,Adolescent,N
23662909,D000328,Adult,N
23662909,D000368,Aged,N
23662909,D008297,Male,N
23662909,D008875,Middle Aged,N
23662909,D012189,Retrospective Studies,N
23662909,D005260,Female,N
23662909,D006801,Humans,N
23659202,D000818,Animals,N
23659202,D005260,Female,N
23659202,D008297,Male,N
23656916,D006801,Humans,N
23656916,D008297,Male,N
23656916,D008875,Middle Aged,N
23656916,D014057,"Tomography, X-Ray Computed",N
23656916,D016896,Treatment Outcome,N
23645542,D016896,Treatment Outcome,N
23654224,D000818,Animals,N
23654224,D009154,Mutation,N
23654224,D016133,Polymerase Chain Reaction,N
23645542,D012189,Retrospective Studies,N
23651118,D006801,Humans,N
23645542,D008875,Middle Aged,N
23645542,D006801,Humans,N
23645542,D011379,Prognosis,N
23645542,D000971,Antineoplastic Combined Chemotherapy Protocols,N
23645542,D001943,Breast Neoplasms,N
23645542,D005260,Female,N
23228186,D000328,Adult,N
23229385,D006801,Humans,N
23211677,D000818,Animals,N
23649611,D006801,Humans,N
23211677,D008297,Male,N
23211677,D005260,Female,N
23211677,D051381,Rats,N
23648440,D005260,Female,N
23648440,D006801,Humans,N
23216832,D000368,Aged,N
23216832,D008875,Middle Aged,N
23216832,D000369,"Aged, 80 and over",N
23249885,D000293,Adolescent,N
23216832,D008297,Male,N
23647737,D000328,Adult,N
23647805,D000368,Aged,N
23647805,D008297,Male,N
23647805,D008875,Middle Aged,N
23647805,D000369,"Aged, 80 and over",N
23647805,D003430,Cross-Sectional Studies,N
23647805,D005260,Female,N
23258738,D008875,Middle Aged,N
23647737,D000368,Aged,N
23033498,D008875,Middle Aged,N
23647507,D001921,Brain,N
23647737,D016896,Treatment Outcome,N
23647737,D005260,Female,N
23647507,D002648,Child,N
23000795,D008875,Middle Aged,N
23228186,D000293,Adolescent,N
22974504,D006801,Humans,N
23647507,D000328,Adult,N
23647507,D000367,Age Factors,N
23647507,D002675,"Child, Preschool",N
23647507,D005260,Female,N
23647507,D008297,Male,N
23218407,D002648,Child,N
23647507,D000293,Adolescent,N
23647507,D005500,Follow-Up Studies,N
23188879,D008297,Male,N
23218407,D000293,Adolescent,N
23218407,D006801,Humans,N
23218407,D005260,Female,N
23239750,D006801,Humans,N
23239750,D012737,Sex Factors,N
23239751,D002648,Child,N
23249885,D005260,Female,N
23243009,D013997,Time Factors,N
23645542,D000328,Adult,N
23645542,D000368,Aged,N
23218407,D008297,Male,N
23271197,D008875,Middle Aged,N
23293316,D000293,Adolescent,N
23308013,D000818,Animals,N
23647507,D008279,Magnetic Resonance Imaging,Y
23647507,D006801,Humans,N
23404511,D000328,Adult,N
23404511,D000368,Aged,N
23404511,D008279,Magnetic Resonance Imaging,N
23634973,D006801,Humans,N
23634876,D006801,Humans,N
23420056,D000328,Adult,N
23420056,D002675,"Child, Preschool",N
23421645,D000818,Animals,N
23421645,D011446,Prospective Studies,N
23438255,D006801,Humans,N
23438255,D000293,Adolescent,N
23438255,D000328,Adult,N
23647737,D011446,Prospective Studies,N
23647737,D008297,Male,N
23647737,D006801,Humans,N
23647737,D008875,Middle Aged,N
23448965,D000368,Aged,N
23647805,D006801,Humans,N
23647805,D011379,Prognosis,N
23628005,D000818,Animals,N
23628005,D017209,Apoptosis,N
23482708,D000328,Adult,N
23216832,D005260,Female,N
23216832,D006801,Humans,N
23511642,D015331,Cohort Studies,N
23512535,D000818,Animals,N
23546395,D000818,Animals,N
23575649,D000328,Adult,N
23579226,D000818,Animals,N
23592745,D000818,Animals,N
23596199,D003430,Cross-Sectional Studies,N
23596199,D055815,Young Adult,N
23608830,D005260,Female,N
23648437,D000971,Antineoplastic Combined Chemotherapy Protocols,N
23648437,D000328,Adult,N
23648437,D000369,"Aged, 80 and over",N
23648437,D000368,Aged,N
23648437,D005500,Follow-Up Studies,N
23648437,D005260,Female,N
23648437,D006801,Humans,N
23648437,D008875,Middle Aged,N
23648438,D006801,Humans,N
23648437,D012189,Retrospective Studies,N
23648437,D055815,Young Adult,N
23648437,D013997,Time Factors,N
23648438,D000970,Antineoplastic Agents,N
23648437,D015996,Survival Rate,N
23648438,D008875,Middle Aged,N
23648441,D002648,Child,N
23648441,D000293,Adolescent,N
23648438,D005260,Female,N
23648440,D000368,Aged,N
23648441,D000369,"Aged, 80 and over",N
23648441,D000328,Adult,N
23648440,D008297,Male,N
23648440,D016896,Treatment Outcome,N
23648440,D012189,Retrospective Studies,N
23648440,D015996,Survival Rate,N
23648441,D000368,Aged,N
23648440,D008875,Middle Aged,N
23648441,D007223,Infant,N
23648441,D006801,Humans,N
23648441,D002675,"Child, Preschool",N
23648441,D005260,Female,N
23648441,D008297,Male,N
23648441,D008875,Middle Aged,N
23648441,D012189,Retrospective Studies,N
23648441,D012307,Risk Factors,N
23648441,D015996,Survival Rate,N
23648441,D055815,Young Adult,N
23222099,D000328,Adult,N
23222099,D006801,Humans,N
23222099,D005260,Female,N
23222099,D008875,Middle Aged,N
23222099,D016896,Treatment Outcome,N
23222530,D006801,Humans,N
23222694,D000818,Animals,N
23222694,D051381,Rats,N
23222694,D008297,Male,N
23222694,D008099,Liver,N
23222694,D007668,Kidney,N
23222694,D001835,Body Weight,N
23223013,D011795,Surveys and Questionnaires,N
23223013,D016022,Case-Control Studies,N
23223013,D000328,Adult,N
23223013,D006801,Humans,N
23223013,D005260,Female,N
23223013,D008297,Male,N
23223123,D000328,Adult,N
23223123,D005260,Female,N
23223123,D006801,Humans,N
23223123,D008875,Middle Aged,N
23223123,D008297,Male,N
23223123,D055815,Young Adult,N
23227939,D011237,Predictive Value of Tests,N
23227939,D008875,Middle Aged,N
23227939,D006801,Humans,N
23227939,D005260,Female,N
23227939,D000328,Adult,N
23227939,D008297,Male,N
23227939,D012307,Risk Factors,N
23228186,D015994,Incidence,N
23228186,D000368,Aged,N
23228186,D006801,Humans,N
23228186,D000369,"Aged, 80 and over",N
23228186,D005260,Female,N
23228186,D055815,Young Adult,N
23228186,D008875,Middle Aged,N
23228186,D016015,Logistic Models,N
23228186,D008297,Male,N
23228186,D012737,Sex Factors,N
23228186,D012307,Risk Factors,N
23074304,D006801,Humans,N
23235997,D005260,Female,N
23235997,D015331,Cohort Studies,N
23235997,D000328,Adult,N
23235997,D008297,Male,N
23235997,D055815,Young Adult,N
23235997,D006801,Humans,N
23239750,D000328,Adult,N
23239750,D008875,Middle Aged,N
23239750,D005260,Female,N
23239750,D008297,Male,N
23239751,D008297,Male,N
23239751,D006801,Humans,N
23239751,D005260,Female,N
23239751,D015995,Prevalence,N
23241084,D008297,Male,N
23241084,D006801,Humans,N
23241084,D005260,Female,N
23241084,D000328,Adult,N
23242612,D005260,Female,N
23242612,D001943,Breast Neoplasms,N
23242612,D008875,Middle Aged,N
23242612,D006801,Humans,N
23242612,D008297,Male,N
23242612,D009154,Mutation,N
23243009,D000368,Aged,N
23243009,D000369,"Aged, 80 and over",N
23243009,D012307,Risk Factors,N
23243009,D011446,Prospective Studies,N
23243009,D005260,Female,N
23243009,D006801,Humans,N
23249885,D012189,Retrospective Studies,N
23249885,D002648,Child,N
23249885,D008279,Magnetic Resonance Imaging,N
23249885,D005500,Follow-Up Studies,N
23249885,D008297,Male,N
23249885,D006801,Humans,N
23249885,D016896,Treatment Outcome,N
23249885,D014057,"Tomography, X-Ray Computed",N
23249885,D055815,Young Adult,N
23250812,D011379,Prognosis,N
23250812,D001943,Breast Neoplasms,N
23250812,D005260,Female,N
23250812,D006801,Humans,N
23252449,D055815,Young Adult,N
23252449,D005260,Female,N
23252449,D000328,Adult,N
23252449,D000293,Adolescent,N
23252449,D006801,Humans,N
23252449,D008875,Middle Aged,N
23255524,D000818,Animals,N
23255524,D002417,Cattle,N
23255524,D010766,Phosphorylation,N
23258738,D000328,Adult,N
23258738,D016022,Case-Control Studies,N
23258738,D006801,Humans,N
23258738,D008297,Male,N
23614706,D006801,Humans,N
23271197,D005260,Female,N
23271197,D008297,Male,N
23271197,D006801,Humans,N
23271197,D012307,Risk Factors,N
23281176,D005786,Gene Expression Regulation,N
23281176,D000328,Adult,N
23281176,D002454,Cell Differentiation,N
23281176,D008297,Male,N
23281176,D006801,Humans,N
23281176,D015415,Biomarkers,N
23293009,D008297,Male,N
23293009,D000328,Adult,N
23293009,D006801,Humans,N
